بازگشایی,کمترین,بیشترین,پایانی,میزان تغییر,درصد تغییر,تاریخ / میلادی,تاریخ / شمسی
"3,288.5500","3,202.0901","3,290.9399","3,241",47.5901,1.47%,2025/05/01,1404/02/11
"3,316.9199","3,267.0901","3,328.3601","3,288.5901",28.5898,0.87%,2025/04/30,1404/02/10
"3,341.6699","3,299.2300","3,349.0801","3,317.1799",24.49,0.74%,2025/04/29,1404/02/09
"3,328.3999","3,267.8101","3,353.3301","3,341.6699",22.22,0.67%,2025/04/28,1404/02/08
"3,347.2000","3,265.25","3,371.1499","3,319.4500",29.6501,0.89%,2025/04/25,1404/02/05
"3,288.4299","3,287.7700","3,367.5901","3,349.1001",60.8401,1.85%,2025/04/24,1404/02/04
"3,382.5500","3,260.50","3,386.8899","3,288.2600",94.28,2.87%,2025/04/23,1404/02/03
"3,421.5701","3,366.7400","3,500.3301","3,382.5400",41.7625,1.23%,2025/04/22,1404/02/02
"3,334.4099","3,327.8201","3,430.9299","3,424.3025",96.7625,2.91%,2025/04/21,1404/02/01
"3,344.4099","3,283.8701","3,358","3,327.5400",15.6824,0.47%,2025/04/17,1404/01/28
"3,226.25","3,226.25","3,345.1899","3,343.2224",115.6174,3.58%,2025/04/16,1404/01/27
"3,210.2100","3,209.3601","3,234.1599","3,227.6050",18.3201,0.57%,2025/04/15,1404/01/26
"3,237.3501","3,193.4099","3,245.8401","3,209.2849",26.9275,0.84%,2025/04/14,1404/01/25
"3,174.1399","3,174.1399","3,245.6899","3,236.2124",62.2954,1.96%,2025/04/11,1404/01/22
"3,083.75","3,071.0300","3,176.9399","3,173.9170",91.7356,2.98%,2025/04/10,1404/01/21
"2,984.0801","2,970.0100","3,099.8701","3,082.1814",98.3989,3.3%,2025/04/09,1404/01/20
"2,983.3899","2,974.4500","3,022.8401","2,983.7825",1.2427,0.04%,2025/04/08,1404/01/19
"3,038.0200","2,956.6001","3,055.8799","2,982.5398",54.8164,1.84%,2025/04/07,1404/01/18
"3,113.1599","3,015.6399","3,137.1001","3,037.3562",75.4773,2.48%,2025/04/04,1404/01/15
"3,134.1599","3,054.1899","3,168.0400","3,112.8335",20.7378,0.67%,2025/04/03,1404/01/14
"3,111","3,104.8101","3,140.3601","3,133.5713",23.0212,0.74%,2025/04/02,1404/01/13
"3,123.3601","3,100.8501","3,149.1101","3,110.5500",12.5049,0.4%,2025/04/01,1404/01/12
"3,086.5400","3,076.6201","3,128.2900","3,123.0549",39.0266,1.27%,2025/03/31,1404/01/11
"3,056.3501","3,053.9099","3,086.9299","3,084.0283",27.9309,0.91%,2025/03/28,1404/01/08
"3,019.5601","3,017.2600","3,059.75","3,056.0974",36.8098,1.22%,2025/03/27,1404/01/07
"3,020.1299","3,012.3799","3,032.2300","3,019.2876",0.5674,0.02%,2025/03/26,1404/01/06
"3,012.3999","3,007.5300","3,035.9399","3,019.8550",7.5828,0.25%,2025/03/25,1404/01/05
"3,023.0300","3,002.3401","3,033.4399","3,012.2722",11.3572,0.38%,2025/03/24,1404/01/04
"3,042.6001","2,999.4600","3,047.6599","3,023.6294",20.7793,0.69%,2025/03/21,1404/01/01
"3,046.3101","3,025.5601","3,057.5100","3,044.4087",2.7712,0.09%,2025/03/20,1403/12/30
"3,032.2000","3,022.7300","3,052.3000","3,047.1799",13.2324,0.44%,2025/03/19,1403/12/29
"2,999.1101","2,999.1101","3,038.4500","3,033.9475",32.478,1.08%,2025/03/18,1403/12/28
"2,985.8000","2,982.1299","3,002.2300","3,001.4695",17.0535,0.57%,2025/03/17,1403/12/27
"2,988.3799","2,978.4099","3,005.0801","2,984.4160",3.3386,0.11%,2025/03/14,1403/12/24
"2,932.6599","2,932.0300","2,989.6399","2,987.7546",55.6978,1.9%,2025/03/13,1403/12/23
"2,916.8501","2,906.1899","2,940.8301","2,932.0569",16.0193,0.55%,2025/03/12,1403/12/22
"2,888.7200","2,880.3401","2,922.2200","2,916.0376",26.6401,0.92%,2025/03/11,1403/12/21
"2,912.1699","2,880.3000","2,918.50","2,889.3975",21.3926,0.74%,2025/03/10,1403/12/20
"2,910.4800","2,896.7100","2,930.5601","2,910.7900",0.8,0.03%,2025/03/07,1403/12/17
"2,918.9800","2,891.3401","2,926.8799","2,909.9900",8.8501,0.3%,2025/03/06,1403/12/16
"2,917.5901","2,894.1899","2,929.9399","2,918.8401",1.3501,0.05%,2025/03/05,1403/12/15
"2,894.0500","2,881.8101","2,928.1499","2,917.4900",23.78,0.82%,2025/03/04,1403/12/14
"2,856.7100","2,855.6299","2,895.4500","2,893.7100",35.1099,1.23%,2025/03/03,1403/12/13
"2,877.6599","2,832.6299","2,885.3401","2,858.6001",17.5898,0.62%,2025/02/28,1403/12/10
"2,916.8000","2,867.8601","2,920.9600","2,876.1899",40,1.39%,2025/02/27,1403/12/09
"2,915.4199","2,890.9900","2,930.2200","2,916.1899",1.0698,0.04%,2025/02/26,1403/12/08
"2,951.8201","2,888.0601","2,954.4399","2,915.1201",36.0698,1.24%,2025/02/25,1403/12/07
"2,936.4099","2,920.7700","2,956.3701","2,951.1899",15.1599,0.52%,2025/02/24,1403/12/06
"2,939","2,916.7000","2,950.0100","2,936.0300",2.6699,0.09%,2025/02/21,1403/12/03
"2,932.8101","2,924.2000","2,954.9700","2,938.7000",6.0601,0.21%,2025/02/20,1403/12/02
"2,935.7300","2,918.50","2,947.2300","2,932.6399",2.9402,0.1%,2025/02/19,1403/12/01
"2,897.5100","2,891.9399","2,937.4600","2,935.5801",37.925,1.31%,2025/02/18,1403/11/30
"2,883.5500","2,887.2000","2,906.6899","2,897.6550",14.4751,0.5%,2025/02/17,1403/11/29
"2,929.1899","2,876.9600","2,940.2300","2,883.1799",45.8501,1.59%,2025/02/14,1403/11/26
"2,904.1001","2,900.2000","2,929.7400","2,929.0300",25.3701,0.87%,2025/02/13,1403/11/25
"2,898.8999","2,864.0100","2,909.1599","2,903.6599",5.3208,0.18%,2025/02/12,1403/11/24
"2,907.4700","2,881.7600","2,943.25","2,898.3391",9.001,0.31%,2025/02/11,1403/11/23
"2,864.0801","2,854.6899","2,911.6001","2,907.3401",46.9502,1.64%,2025/02/10,1403/11/22
"2,856.6001","2,852.5500","2,886.9600","2,860.3899",3.8899,0.14%,2025/02/07,1403/11/19
"2,865.2600","2,834.3999","2,873.7400","2,856.50",8.5901,0.3%,2025/02/06,1403/11/18
"2,842.0601","2,839.3201","2,882.5300","2,865.0901",23.1501,0.81%,2025/02/05,1403/11/17
"2,814.8000","2,806.8999","2,845.5701","2,841.9399",28.45,1.01%,2025/02/04,1403/11/16
"2,801.3999","2,771.6899","2,831.7000","2,813.4900",12.49,0.45%,2025/02/03,1403/11/15
"2,794.0400","2,790.7800","2,817.5701","2,801",7.1201,0.25%,2025/01/31,1403/11/12
"2,757.8999","2,757.2400","2,798.8000","2,793.8799",36.1699,1.31%,2025/01/30,1403/11/11
"2,763.4800","2,744.7100","2,766.5300","2,757.7100",5.4001,0.2%,2025/01/29,1403/11/10
"2,742.5701","2,734.6799","2,765.1799","2,763.1101",22.01,0.8%,2025/01/28,1403/11/09
"2,770.7000","2,729.8000","2,773.0200","2,741.1001",30.2,1.1%,2025/01/27,1403/11/08
"2,754.0601","2,752.5601","2,786.0400","2,771.3000",17.6101,0.64%,2025/01/24,1403/11/05
"2,755.9600","2,735.8501","2,759.0601","2,753.6899",1.3325,0.05%,2025/01/23,1403/11/04
"2,745.0801","2,741.8301","2,763.7200","2,755.0225",10.6326,0.39%,2025/01/22,1403/11/03
"2,709.0100","2,702.4900","2,746.8799","2,744.3899",36.334,1.34%,2025/01/21,1403/11/02
"2,702.5100","2,689.3201","2,714.3999","2,708.0559",6.5059,0.24%,2025/01/20,1403/11/01
"2,713.8501","2,698.4099","2,717.7300","2,701.5500",12.22,0.45%,2025/01/17,1403/10/28
"2,695.9600","2,690","2,724.8601","2,713.7700",17.95,0.67%,2025/01/16,1403/10/27
"2,677.2900","2,669.0400","2,697.8501","2,695.8201",18.6602,0.7%,2025/01/15,1403/10/26
"2,662.5300","2,659.7900","2,678.4399","2,677.1599",15.0398,0.56%,2025/01/14,1403/10/25
"2,689.3501","2,656.7300","2,693.7700","2,662.1201",27.5098,1.03%,2025/01/13,1403/10/24
"2,670.7400","2,663.6499","2,698.5701","2,689.6299",19.4399,0.73%,2025/01/10,1403/10/21
"2,662.2000","2,662.3501","2,675.4199","2,670.1899",8.1299,0.31%,2025/01/09,1403/10/20
"2,649.8501","2,645.0300","2,670.6001","2,662.0601",12.5701,0.47%,2025/01/08,1403/10/19
"2,636.0249","2,632.5723","2,664.5386","2,649.4900",14.1643,0.54%,2025/01/07,1403/10/18
"2,641","2,614.6001","2,649.6243","2,635.3257",3.7944,0.14%,2025/01/06,1403/10/17
"2,657.2949","2,636.3999","2,665.4680","2,639.1201",18.0398,0.68%,2025/01/03,1403/10/14
"2,626.6050","2,621.5149","2,660.8518","2,657.1599",33.3479,1.27%,2025/01/02,1403/10/13
"2,606.1299","2,602.50","2,627.8528","2,623.8120",18.4221,0.71%,2024/12/31,1403/10/11
"2,620.3000","2,595.9004","2,628.6082","2,605.3899",14.6101,0.56%,2024/12/30,1403/10/10
"2,634.5901","2,611.3000","2,638.7400","2,620",14.4299,0.55%,2024/12/27,1403/10/07
"2,619.7949","2,614.1250","2,639.4021","2,634.4299",21.23,0.81%,2024/12/26,1403/10/06
"2,613.0701","2,609.9167","2,621.8340","2,613.2000",0.27,0.01%,2024/12/24,1403/10/04
"2,622.2351","2,607.9651","2,633.6023","2,612.9299",7.8401,0.3%,2024/12/23,1403/10/03
"2,593.9700","2,589.5605","2,631.9199","2,620.7700",26.9199,1.04%,2024/12/20,1403/09/30
"2,587.8701","2,583.4946","2,626.7253","2,593.8501",6.2202,0.24%,2024/12/19,1403/09/29
"2,645.6799","2,586.5239","2,652.0850","2,587.6299",57.9102,2.24%,2024/12/18,1403/09/28
"2,652.6250","2,632.9995","2,659.2227","2,645.5400",6.96,0.26%,2024/12/17,1403/09/27
"2,649.1050","2,643.3447","2,664.8320","2,652.50",4.1101,0.16%,2024/12/16,1403/09/26
"2,681.4651","2,645.9006","2,693.0173","2,648.3899",32.9402,1.24%,2024/12/13,1403/09/23
"2,718.0701","2,675.0400","2,726.3140","2,681.3301",36.5999,1.36%,2024/12/12,1403/09/22
"2,693.7600","2,674.5801","2,721.3457","2,717.9299",24.29,0.9%,2024/12/11,1403/09/21
"2,658.8201","2,657.9500","2,695.7949","2,693.6399",34.8599,1.31%,2024/12/10,1403/09/20
"2,635.5249","2,627.4700","2,676.5249","2,658.7800",25.8701,0.98%,2024/12/09,1403/09/19
"2,632.1799","2,613.5750","2,645.6902","2,632.9099",0.8599,0.03%,2024/12/06,1403/09/16
"2,649.9199","2,623.5542","2,655.6157","2,632.0500",17.74,0.67%,2024/12/05,1403/09/15
"2,643.5701","2,632.4951","2,657.3650","2,649.7900",6.3501,0.24%,2024/12/04,1403/09/14
"2,639.0500","2,634.1160","2,655.7100","2,643.4399",4.51,0.17%,2024/12/03,1403/09/13
"2,653.8201","2,621.8950","2,656.2051","2,638.9299",14.616,0.55%,2024/12/02,1403/09/12
"2,641.1951","2,634.1150","2,666.3472","2,653.5459",12.5859,0.48%,2024/11/29,1403/09/09
"2,635.7351","2,620.9451","2,650.1201","2,640.9600",5.45,0.21%,2024/11/28,1403/09/08
"2,632.1550","2,627.0649","2,658.3950","2,635.5100",3.6201,0.14%,2024/11/27,1403/09/07
"2,625.3750","2,605.2949","2,642.0471","2,631.8899",6.6299,0.25%,2024/11/26,1403/09/06
"2,715.1001","2,615.7000","2,721.4250","2,625.2600",87.29,3.33%,2024/11/25,1403/09/05
"2,669.8401","2,667.3826","2,712.9109","2,712.5500",42.8601,1.61%,2024/11/22,1403/09/02
"2,650.1851","2,647.9500","2,673.8601","2,669.6899",19.6399,0.74%,2024/11/21,1403/09/01
"2,631.8000","2,618.6951","2,655.5037","2,650.0500",18.3701,0.7%,2024/11/20,1403/08/30
"2,612.2900","2,610.25","2,639.6851","2,631.6799",19.48,0.75%,2024/11/19,1403/08/29
"2,561.5901","2,561.5901","2,615.1650","2,612.2000",50.96,1.99%,2024/11/18,1403/08/28
"2,566.5400","2,554.5801","2,576.0950","2,561.2400",4.95,0.19%,2024/11/15,1403/08/25
"2,573.9099","2,536.9050","2,581.6150","2,566.1899",7.5901,0.3%,2024/11/14,1403/08/24
"2,597.4099","2,573.0017","2,618.9700","2,573.7800",23.49,0.91%,2024/11/13,1403/08/23
"2,620.3101","2,589.7949","2,627.2351","2,597.2700",22.9299,0.88%,2024/11/12,1403/08/22
"2,684.8101","2,610.6208","2,686.5122","2,620.2000",63.5701,2.43%,2024/11/11,1403/08/21
"2,707.3701","2,680.3601","2,710.5100","2,683.7700",23.22,0.87%,2024/11/08,1403/08/18
"2,659.3650","2,643.50","2,710.1951","2,706.9900",47.75,1.8%,2024/11/07,1403/08/17
"2,743.8750","2,652.4351","2,749.8049","2,659.2400",84.3501,3.17%,2024/11/06,1403/08/16
"2,736.5850","2,724.75","2,750.0649","2,743.5901",7.2002,0.26%,2024/11/05,1403/08/15
"2,734.1050","2,729.7849","2,748.2974","2,736.3899",1.2349,0.05%,2024/11/04,1403/08/14
"2,742.50","2,733.1980","2,762.2949","2,735.1550",8.6497,0.32%,2024/11/01,1403/08/11
"2,787.75","2,731.6499","2,790.4050","2,743.8047",42.385,1.54%,2024/10/31,1403/08/10
"2,775.0100","2,770.6499","2,790.0950","2,786.1897",11.0552,0.4%,2024/10/30,1403/08/09
"2,743.6951","2,739.8201","2,775.8921","2,775.1345",33.1575,1.21%,2024/10/29,1403/08/08
"2,734.8450","2,724.7244","2,746.0649","2,741.9771",5.7166,0.21%,2024/10/28,1403/08/07
"2,736.1001","2,716.9661","2,747.9668","2,747.6936",11.998,0.44%,2024/10/25,1403/08/04
"2,717.9900","2,715.7217","2,743.3750","2,735.6956",18.1555,0.67%,2024/10/24,1403/08/03
"2,749.5200","2,708.7900","2,758.5349","2,717.5400",30.8433,1.13%,2024/10/23,1403/08/02
"2,720","2,718.9321","2,749.4675","2,748.3833",28.738,1.06%,2024/10/22,1403/08/01
"2,721.7100","2,714.2251","2,740.6101","2,719.6453",0.6021,0.02%,2024/10/21,1403/07/30
"2,692.4099","2,691.4800","2,722.8701","2,720.2473",27.7002,1.03%,2024/10/18,1403/07/27
"2,674.0549","2,673","2,696.7959","2,692.5471",19.3086,0.72%,2024/10/17,1403/07/26
"2,663.0049","2,658.7102","2,685.7300","2,673.2385",12.251,0.46%,2024/10/16,1403/07/25
"2,651.75","2,638.3140","2,669.0750","2,660.9875",9.9375,0.37%,2024/10/15,1403/07/24
"2,657.2051","2,643.1604","2,666.9351","2,651.0500",4.9475,0.19%,2024/10/14,1403/07/23
"2,630.8000","2,627.6450","2,661.5452","2,655.9976",26.5173,1.01%,2024/10/11,1403/07/20
"2,608.1399","2,604.1499","2,631.6311","2,629.4802",21.7097,0.83%,2024/10/10,1403/07/19
"2,620.1899","2,605.1848","2,624.6450","2,607.7705",14.1743,0.54%,2024/10/09,1403/07/18
"2,643.50","2,604.7949","2,653.0950","2,621.9448",21.6335,0.83%,2024/10/08,1403/07/17
"2,651.2000","2,637.7000","2,659.9050","2,643.5784",8.6667,0.33%,2024/10/07,1403/07/16
"2,654.3899","2,631.9951","2,670.1533","2,652.2451",3.6509,0.14%,2024/10/04,1403/07/13
"2,658.6550","2,639.7300","2,663.3999","2,655.8960",1.8589,0.07%,2024/10/03,1403/07/12
"2,661.1499","2,641.1799","2,663.8550","2,657.7549",5.0664,0.19%,2024/10/02,1403/07/11
"2,635.4099","2,631.9751","2,673.1951","2,662.8213",28.3274,1.08%,2024/10/01,1403/07/10
"2,658.3000","2,624.7800","2,666.1086","2,634.4939",23.4736,0.89%,2024/09/30,1403/07/09
"2,669.50","2,643.1450","2,674.3950","2,657.9675",12.2324,0.46%,2024/09/27,1403/07/06
"2,657.3201","2,654.5649","2,685.9600","2,670.2000",13.3789,0.5%,2024/09/26,1403/07/05
"2,655.8999","2,649.8450","2,670.6001","2,656.8210",0.1218,-,2024/09/25,1403/07/04
"2,628.9199","2,622.5850","2,664.4717","2,656.6992",28.3005,1.08%,2024/09/24,1403/07/03
"2,621.8101","2,613.6001","2,635.5449","2,628.3987",6.4419,0.25%,2024/09/23,1403/07/02
